ticker,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,cvar_95,beta,roe,dividend_yield,pe_ratio,sector,industry,esg_sCore,cluster,category
PG,0.0218453453143292,0.1615096207108815,-0.034660030068763,-0.0468644799149632,-0.1689251976828347,-0.0242872893510991,0.1815881117118556,0.31902,2.87,21.492712,Consumer Defensive,Household & Personal Products,25.68,2,Core
KO,0.072273670440492,0.1474741041591193,0.2756864102173816,0.4250089958915083,-0.1726647023884286,-0.019544972469567,0.1492918775249836,0.42442,2.84,23.824503,Consumer Defensive,Beverages - Non-Alcoholic,28.31,2,Core
JNJ,0.0798669883151486,0.1706975484047837,0.3014369829982282,0.4212845990312059,-0.174332973911182,-0.0231830181045692,0.114073555915307,0.33619,2.53,19.839613,Healthcare,Drug Manufacturers - General,22.62,2,Core
AAPL,0.2523945477551297,0.261543916638174,0.8411265116769694,1.1958982655898738,-0.333605168775073,-0.0366880716695685,1.1808384149884692,1.7142199,0.37,37.898262,Technology,Consumer Electronics,18.88,0,Growth
MSFT,0.2592141154378715,0.2343883439491159,0.9337033776417452,1.432054780200114,-0.2372664389299719,-0.0309968347902503,1.0376510356435764,0.32241002,0.75,34.594173,Technology,Software - Infrastructure,16.91,0,Growth
NVDA,1.219345652133999,0.5088397783032211,1.749262199528278,2.7932530914814557,-0.3688102669914981,-0.0641693249177846,2.0974016564737634,1.07359,0.02,44.42469,Technology,Semiconductors,13.43,1,Growth
PRBLX,0.233716548958359,0.1618014669524695,1.1362098676664871,1.8020171541388117,-0.1631237017641045,-0.019799542187664,0.8953530364304696,,0.17,34.555122,Unknown,Unknown,4.5,0,Impact
ESGE,0.1533691287525092,0.1663165210625607,0.703243483229235,1.059685310347664,-0.1671059007491398,-0.0221087667416191,0.7181280126313428,,2.14,15.429767,Unknown,Unknown,14.0,0,Impact
ICLN,-0.0631206669287491,0.2406139066854048,-0.320322664345927,-0.502717495169232,-0.4901099136346342,-0.0325259866646041,0.7730495704885241,,1.64,20.340971,Unknown,Unknown,14.0,3,Impact
